loanamount,termdays,referred,good_bad_flag,age_as_at_2017,bank_account_type,bank_name_clients,employment_status_clients,loannumber_trainprevloans,loanamount_trainprevloans,totaldue_trainprevloans,termdays_trainprevloans,closeddate_days,record_time,behind
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,21,Yes,0
Medium,30,Yes,Bad,Adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,16,No,1
Large,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,5.0,20000.0,24500.0,30,25,Yes,0
Small,15,Yes,Good,Young_adults,Savings,Zenith Bank,Permanent,3.0,20000.0,24500.0,30,54,No,24
Small,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,1.0,10000.0,13000.0,30,33,No,3
Large,30,Yes,Good,Young_adults,Savings,FCMB,Permanent,3.0,10000.0,13000.0,30,20,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,GT Bank,Undisclosed,1.0,10000.0,13000.0,30,29,Yes,0
Small,30,Yes,Good,Young_adults,Savings,First Bank,Student,3.0,10000.0,11500.0,15,10,Yes,0
Large,30,Yes,Good,Young_adults,Other,GT Bank,Self-Employed,6.0,30000.0,32250.0,15,22,No,7
Large,30,Yes,Good,Young_adults,Savings,Access Bank,Permanent,4.0,20000.0,23800.0,30,31,No,1
Small,30,Yes,Bad,Young_adults,Savings,UBA,Undisclosed,1.0,10000.0,13000.0,30,38,No,8
Small,30,Yes,Bad,Young_adults,Savings,Diamond Bank,Permanent,1.0,10000.0,11500.0,15,13,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,UBA,Permanent,1.0,10000.0,13000.0,30,31,No,1
Medium,30,Yes,Bad,Young_adults,Savings,Zenith Bank,Permanent,5.0,10000.0,11500.0,15,26,No,11
Small,30,Yes,Bad,Adults,Other,Standard Chartered,Permanent,1.0,10000.0,11500.0,15,41,No,26
Large,60,Yes,Bad,Young_adults,Other,GT Bank,Permanent,3.0,20000.0,24500.0,30,30,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,27,No,12
Medium,30,Yes,Good,Young_adults,Savings,Fidelity Bank,Permanent,3.0,10000.0,13000.0,30,10,Yes,0
Large,30,Yes,Good,Young_adults,Other,Union Bank,Permanent,4.0,20000.0,23800.0,30,27,Yes,0
Small,30,Yes,Good,Young_adults,Other,Fidelity Bank,Permanent,1.0,10000.0,11500.0,15,19,No,4
Large,30,Yes,Good,Young_adults,Savings,Access Bank,Self-Employed,2.0,10000.0,11500.0,15,12,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Skye Bank,Permanent,1.0,10000.0,13000.0,30,36,No,6
Small,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,1.0,10000.0,13000.0,30,30,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,4.0,15000.0,18375.0,30,32,No,2
Large,60,Yes,Good,Young_adults,Savings,Diamond Bank,Permanent,8.0,30000.0,39000.0,60,61,No,1
Large,30,Yes,Good,Adults,Savings,First Bank,Permanent,1.0,10000.0,13000.0,30,29,Yes,0
Large,30,Yes,Good,Young_adults,Savings,Access Bank,Undisclosed,4.0,20000.0,23800.0,30,30,Yes,0
Medium,15,Yes,Good,Young_adults,Savings,GT Bank,Undisclosed,1.0,10000.0,11500.0,15,12,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Zenith Bank,Permanent,1.0,10000.0,13000.0,30,22,Yes,0
Small,15,Yes,Good,Young_adults,Other,First Bank,Permanent,1.0,10000.0,11500.0,15,9,Yes,0
Small,30,Yes,Good,Young_adults,Savings,UBA,Permanent,1.0,10000.0,13000.0,30,28,Yes,0
Medium,30,Yes,Good,Adults,Savings,GT Bank,Undisclosed,2.0,10000.0,13000.0,30,26,Yes,0
Large,30,Yes,Good,Young_adults,Other,First Bank,Permanent,2.0,10000.0,13000.0,30,27,Yes,0
Small,30,Yes,Bad,Adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,28,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,4.0,20000.0,24500.0,30,34,No,4
Small,15,Yes,Good,Young_adults,Savings,First Bank,Undisclosed,1.0,10000.0,11500.0,15,15,Yes,0
Large,60,Yes,Good,Adults,Other,GT Bank,Self-Employed,7.0,30000.0,36800.0,60,56,Yes,0
Medium,15,Yes,Good,Young_adults,Other,Access Bank,Self-Employed,15.0,20000.0,21700.0,15,14,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,Skye Bank,Permanent,1.0,10000.0,13000.0,30,4,Yes,0
Small,15,Yes,Bad,Young_adults,Savings,GT Bank,Permanent,3.0,10000.0,11500.0,15,22,No,7
Small,30,Yes,Bad,Young_adults,Savings,Sterling Bank,Permanent,1.0,10000.0,13000.0,30,56,No,26
Small,30,Yes,Bad,Young_adults,Savings,Fidelity Bank,Permanent,1.0,10000.0,11500.0,15,12,Yes,0
Small,30,Yes,Bad,Young_adults,Other,Access Bank,Permanent,3.0,10000.0,11500.0,15,44,No,29
Medium,15,Yes,Bad,Young_adults,Savings,GT Bank,Undisclosed,2.0,10000.0,11500.0,15,16,No,1
Large,30,Yes,Bad,Young_adults,Savings,Access Bank,Permanent,5.0,30000.0,34400.0,30,51,No,21
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Self-Employed,1.0,5000.0,5750.0,15,8,Yes,0
Large,30,Yes,Good,Young_adults,Other,GT Bank,Self-Employed,8.0,20000.0,22250.0,15,15,Yes,0
Large,30,Yes,Good,Young_adults,Other,GT Bank,Permanent,12.0,30000.0,36800.0,60,33,Yes,0
Small,30,Yes,Good,Adults,Other,GT Bank,Permanent,1.0,10000.0,13000.0,30,32,No,2
,90,Yes,Good,Young_adults,Other,GT Bank,Self-Employed,7.0,30000.0,36800.0,60,14,Yes,0
Small,15,Yes,Bad,Adults,Savings,First Bank,Permanent,3.0,10000.0,11500.0,15,21,No,6
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,2.0,10000.0,11500.0,15,13,Yes,0
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Undisclosed,1.0,10000.0,11500.0,15,13,Yes,0
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,27,Yes,0
Medium,30,Yes,Good,Young_adults,Other,GT Bank,Undisclosed,2.0,10000.0,11500.0,15,15,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,27,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,1,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Undisclosed,1.0,10000.0,13000.0,30,10,Yes,0
Small,30,Yes,Good,Adults,Savings,EcoBank,Undisclosed,1.0,10000.0,13000.0,30,30,Yes,0
Small,15,Yes,Good,Adults,Savings,First Bank,Unemployed,2.0,10000.0,11500.0,15,15,Yes,0
Large,30,Yes,Good,Adults,Savings,First Bank,Permanent,3.0,10000.0,11500.0,15,6,Yes,0
Large,60,Yes,Good,Young_adults,Savings,Access Bank,Self-Employed,3.0,10000.0,13000.0,30,28,Yes,0
Medium,30,Yes,Good,Young_adults,Other,Wema Bank,Permanent,5.0,20000.0,21900.0,15,14,Yes,0
Small,30,Yes,Good,Adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,23,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,Stanbic IBTC,Permanent,7.0,10000.0,12250.0,30,29,Yes,0
Small,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,3.0,10000.0,11500.0,15,9,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,2.0,10000.0,13000.0,30,29,Yes,0
Large,30,Yes,Good,Adults,Other,Zenith Bank,Self-Employed,3.0,10000.0,11500.0,15,15,Yes,0
Small,30,Yes,Good,Adults,Savings,GT Bank,Undisclosed,1.0,10000.0,11500.0,15,16,No,1
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Undisclosed,1.0,10000.0,13000.0,30,30,Yes,0
Large,30,Yes,Good,Adults,Savings,Skye Bank,Permanent,6.0,20000.0,22250.0,15,14,Yes,0
Large,30,Yes,Good,Young_adults,Savings,Skye Bank,Permanent,3.0,10000.0,11125.0,15,3,Yes,0
Large,30,Yes,Good,Young_adults,Other,GT Bank,Permanent,3.0,20000.0,22250.0,15,12,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,UBA,Student,1.0,10000.0,11500.0,15,7,Yes,0
Small,15,Yes,Good,Adults,Savings,First Bank,Permanent,1.0,10000.0,11500.0,15,13,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,3.0,10000.0,13000.0,30,30,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,EcoBank,Permanent,3.0,10000.0,13000.0,30,25,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,28,Yes,0
Large,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,7.0,20000.0,23800.0,30,27,Yes,0
Small,30,Yes,Bad,Adults,Savings,First Bank,Permanent,1.0,10000.0,11500.0,15,15,Yes,0
Small,30,Yes,Good,Adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,18,No,3
Large,60,Yes,Good,Young_adults,Savings,Diamond Bank,Student,8.0,30000.0,36800.0,60,59,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,36,No,6
Medium,30,Yes,Good,Young_adults,Savings,FCMB,Permanent,1.0,10000.0,13000.0,30,22,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,Zenith Bank,Permanent,1.0,10000.0,13000.0,30,6,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,2.0,10000.0,13000.0,30,29,Yes,0
Small,30,Yes,Bad,Young_adults,Other,GT Bank,Permanent,1.0,10000.0,13000.0,30,24,Yes,0
Medium,15,Yes,Good,Young_adults,Savings,Zenith Bank,Undisclosed,2.0,10000.0,11500.0,15,15,Yes,0
Large,60,Yes,Good,Adults,Savings,UBA,Permanent,3.0,20000.0,23800.0,30,28,Yes,0
Small,15,Yes,Bad,Young_adults,Savings,First Bank,Undisclosed,2.0,10000.0,11500.0,15,27,No,12
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,13,Yes,0
Medium,15,Yes,Good,Young_adults,Savings,Stanbic IBTC,Permanent,2.0,10000.0,11500.0,15,17,No,2
Medium,30,Yes,Good,Young_adults,Savings,Access Bank,Permanent,6.0,30000.0,39000.0,60,32,Yes,0
Small,15,Yes,Good,Young_adults,Savings,Access Bank,Undisclosed,1.0,10000.0,11500.0,15,16,No,1
Small,15,Yes,Good,Young_adults,Savings,Fidelity Bank,Permanent,1.0,10000.0,11500.0,15,15,Yes,0
Small,15,Yes,Good,Adults,Savings,GT Bank,Undisclosed,1.0,10000.0,11500.0,15,13,Yes,0
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,23,No,8
Large,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,4.0,20000.0,21900.0,15,15,Yes,0
Medium,30,Yes,Bad,Young_adults,Savings,EcoBank,Undisclosed,3.0,10000.0,13000.0,30,26,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,43,No,13
Small,30,Yes,Bad,Adults,Savings,Fidelity Bank,Permanent,2.0,10000.0,13000.0,30,39,No,9
Large,60,Yes,Bad,Young_adults,Other,GT Bank,Permanent,5.0,20000.0,21900.0,15,17,No,2
Small,30,Yes,Bad,Young_adults,Other,Zenith Bank,Permanent,7.0,10000.0,13000.0,30,13,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,UBA,Permanent,1.0,10000.0,13000.0,30,26,Yes,0
Large,30,Yes,Good,Adults,Other,Stanbic IBTC,Self-Employed,8.0,40000.0,44000.0,30,29,Yes,0
Small,15,Yes,Good,Young_adults,Other,FCMB,Permanent,4.0,10000.0,11500.0,15,33,No,18
Small,30,Yes,Bad,Young_adults,Savings,Stanbic IBTC,Permanent,1.0,10000.0,13000.0,30,59,No,29
Large,30,Yes,Good,Young_adults,Other,GT Bank,Permanent,2.0,10000.0,13000.0,30,34,No,4
Small,30,Yes,Bad,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,30,No,15
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Undisclosed,1.0,10000.0,11500.0,15,13,Yes,0
,90,Yes,Good,Young_adults,Other,GT Bank,Permanent,14.0,50000.0,55000.0,60,26,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,Zenith Bank,Student,2.0,10000.0,13000.0,30,27,Yes,0
Small,15,Yes,Bad,Young_adults,Savings,Zenith Bank,Permanent,2.0,10000.0,11500.0,15,15,Yes,0
Small,15,Yes,Good,Adults,Current,Stanbic IBTC,Permanent,1.0,10000.0,11500.0,15,21,No,6
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,32,No,2
Small,15,Yes,Good,Young_adults,Savings,UBA,Permanent,1.0,10000.0,13000.0,30,29,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Zenith Bank,Permanent,1.0,10000.0,13000.0,30,20,Yes,0
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,2.0,10000.0,11500.0,15,15,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,Fidelity Bank,Permanent,4.0,20000.0,24500.0,30,27,Yes,0
Medium,15,Yes,Good,Young_adults,Other,Access Bank,Permanent,5.0,20000.0,21900.0,15,13,Yes,0
Small,30,Yes,Good,Young_adults,Savings,UBA,Permanent,1.0,10000.0,13000.0,30,15,Yes,0
Medium,30,Yes,Good,Adults,Other,GT Bank,Permanent,1.0,10000.0,13000.0,30,31,No,1
Medium,30,Yes,Good,Young_adults,Savings,Fidelity Bank,Undisclosed,3.0,10000.0,13000.0,30,29,Yes,0
Large,30,Yes,Bad,Adults,Other,GT Bank,Self-Employed,3.0,20000.0,24500.0,30,15,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Self-Employed,5.0,20000.0,23800.0,30,11,Yes,0
Small,15,Yes,Good,Young_adults,Savings,Zenith Bank,Undisclosed,1.0,10000.0,11500.0,15,17,No,2
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,25,Yes,0
Small,30,Yes,Good,Young_adults,Savings,UBA,Permanent,1.0,10000.0,13000.0,30,28,Yes,0
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,17,No,2
Medium,30,Yes,Good,Young_adults,Savings,UBA,Permanent,2.0,10000.0,13000.0,30,28,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,13000.0,30,9,Yes,0
Medium,30,Yes,Good,Young_adults,Other,Stanbic IBTC,Permanent,6.0,20000.0,24000.0,30,30,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Diamond Bank,Permanent,2.0,10000.0,13000.0,30,32,No,2
Small,30,Yes,Bad,Young_adults,Savings,First Bank,Undisclosed,2.0,10000.0,13000.0,30,40,No,10
Small,30,Yes,Good,Young_adults,Savings,UBA,Permanent,1.0,10000.0,13000.0,30,18,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,25,Yes,0
Small,15,Yes,Good,Young_adults,Savings,Diamond Bank,Permanent,1.0,10000.0,13000.0,30,33,No,3
Small,15,Yes,Good,Young_adults,Savings,EcoBank,Permanent,1.0,10000.0,11500.0,15,8,Yes,0
Large,30,Yes,Good,Young_adults,Savings,GT Bank,Self-Employed,5.0,10000.0,11450.0,15,14,Yes,0
Medium,30,Yes,Bad,Young_adults,Savings,First Bank,Undisclosed,3.0,10000.0,11500.0,15,0,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,24,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,16,No,1
Small,15,Yes,Good,Young_adults,Savings,First Bank,Undisclosed,1.0,10000.0,11500.0,15,16,No,1
Small,15,Yes,Bad,Young_adults,Savings,GT Bank,Undisclosed,1.0,10000.0,11500.0,15,17,No,2
Small,30,Yes,Good,Young_adults,Other,Access Bank,Permanent,7.0,10000.0,13000.0,30,58,No,28
,30,Yes,Good,Young_adults,Other,GT Bank,Self-Employed,12.0,40000.0,44800.0,30,28,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,UBA,Permanent,1.0,10000.0,13000.0,30,34,No,4
Small,30,Yes,Good,Adults,Current,Diamond Bank,Permanent,2.0,10000.0,13000.0,30,16,Yes,0
Small,30,Yes,Good,Young_adults,Current,Union Bank,Permanent,2.0,10000.0,13000.0,30,33,No,3
Small,30,Yes,Bad,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,11500.0,15,15,Yes,0
Large,30,Yes,Good,Young_adults,Savings,GT Bank,Undisclosed,3.0,20000.0,22250.0,15,15,Yes,0
Small,15,Yes,Good,Adults,Savings,EcoBank,Permanent,1.0,10000.0,11500.0,15,9,Yes,0
Small,15,Yes,Good,Young_adults,Savings,First Bank,Undisclosed,6.0,10000.0,11500.0,15,30,No,15
Medium,30,Yes,Bad,Young_adults,Savings,GT Bank,Permanent,2.0,10000.0,13000.0,30,29,Yes,0
Small,30,Yes,Bad,Young_adults,Other,GT Bank,Permanent,2.0,10000.0,13000.0,30,28,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,28,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,Stanbic IBTC,Permanent,3.0,10000.0,11500.0,15,15,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,Wema Bank,Undisclosed,5.0,20000.0,24500.0,30,31,No,1
Small,30,Yes,Good,Young_adults,Savings,UBA,Permanent,1.0,10000.0,13000.0,30,29,Yes,0
Small,15,Yes,Good,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,11500.0,15,23,No,8
Small,30,Yes,Good,Young_adults,Other,GT Bank,Permanent,1.0,10000.0,11500.0,15,20,No,5
Small,15,Yes,Good,Young_adults,Savings,First Bank,Permanent,1.0,10000.0,11500.0,15,11,Yes,0
Medium,15,Yes,Bad,Adults,Savings,Sterling Bank,Undisclosed,2.0,10000.0,11500.0,15,13,Yes,0
Small,15,Yes,Bad,Young_adults,Savings,GT Bank,Undisclosed,1.0,10000.0,11500.0,15,12,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,Stanbic IBTC,Permanent,2.0,10000.0,13000.0,30,20,Yes,0
Medium,30,Yes,Good,Adults,Savings,FCMB,Undisclosed,2.0,10000.0,13000.0,30,30,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,Access Bank,Undisclosed,1.0,10000.0,13000.0,30,17,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,GT Bank,Undisclosed,1.0,10000.0,11500.0,15,10,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,GT Bank,Undisclosed,1.0,10000.0,13000.0,30,40,No,10
Large,30,Yes,Bad,Young_adults,Savings,GT Bank,Self-Employed,3.0,20000.0,21900.0,15,14,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,11500.0,15,17,No,2
Small,30,Yes,Bad,Young_adults,Other,First Bank,Self-Employed,4.0,20000.0,23800.0,30,3,Yes,0
Large,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,6.0,30000.0,34500.0,30,34,No,4
Large,30,Yes,Good,Young_adults,Savings,Stanbic IBTC,Permanent,11.0,40000.0,48000.0,60,48,Yes,0
Small,30,Yes,Bad,Adults,Savings,GT Bank,Permanent,2.0,10000.0,13000.0,30,30,Yes,0
Small,15,Yes,Bad,Young_adults,Savings,First Bank,Permanent,1.0,10000.0,11500.0,15,21,No,6
Large,60,Yes,Good,Young_adults,Other,First Bank,Student,10.0,40000.0,48000.0,60,47,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,29,Yes,0
Small,30,Yes,Good,Young_adults,Savings,UBA,Permanent,2.0,10000.0,13000.0,30,24,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Zenith Bank,Permanent,1.0,10000.0,13000.0,30,30,Yes,0
Small,30,Yes,Good,Young_adults,Savings,EcoBank,Permanent,1.0,10000.0,11500.0,15,17,No,2
Large,60,Yes,Good,Young_adults,Savings,FCMB,Permanent,9.0,30000.0,32250.0,15,13,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Diamond Bank,Undisclosed,1.0,10000.0,11500.0,15,12,Yes,0
Medium,30,Yes,Bad,Young_adults,Savings,GT Bank,Permanent,2.0,10000.0,11000.0,15,16,No,1
Small,30,Yes,Good,Young_adults,Savings,UBA,Permanent,1.0,10000.0,13000.0,30,5,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,Diamond Bank,Permanent,2.0,10000.0,13000.0,30,29,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,2.0,10000.0,13000.0,30,14,Yes,0
Medium,15,Yes,Good,Young_adults,Savings,Diamond Bank,Permanent,3.0,10000.0,11500.0,15,13,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,30,Yes,0
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Undisclosed,4.0,10000.0,11500.0,15,15,Yes,0
Small,15,Yes,Bad,Young_adults,Other,GT Bank,Permanent,4.0,10000.0,11500.0,15,17,No,2
Medium,30,Yes,Good,Adults,Other,GT Bank,Self-Employed,2.0,10000.0,13000.0,30,27,Yes,0
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,15,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,2.0,10000.0,13000.0,30,31,No,1
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,15,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,Stanbic IBTC,Permanent,1.0,10000.0,13000.0,30,33,No,3
Medium,30,Yes,Bad,Young_adults,Savings,Zenith Bank,Permanent,2.0,10000.0,13000.0,30,3,Yes,0
Large,30,Yes,Bad,Young_adults,Savings,EcoBank,Permanent,5.0,20000.0,21500.0,15,8,Yes,0
Small,30,Yes,Good,Young_adults,Other,GT Bank,Permanent,12.0,20000.0,23800.0,30,87,No,57
Large,30,Yes,Good,Young_adults,Other,Standard Chartered,Permanent,7.0,10000.0,10750.0,15,7,Yes,0
Large,30,Yes,Good,Young_adults,Other,Diamond Bank,Self-Employed,5.0,30000.0,32250.0,15,15,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,13000.0,30,36,No,6
Small,30,Yes,Good,Young_adults,Savings,Diamond Bank,Permanent,1.0,10000.0,13000.0,30,29,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,12,Yes,0
Small,30,Yes,Good,Adults,Savings,UBA,Permanent,2.0,10000.0,13000.0,30,30,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,15,Yes,0
Large,30,Yes,Good,Adults,Savings,Diamond Bank,Permanent,6.0,30000.0,34500.0,30,20,Yes,0
Small,15,Yes,Good,Young_adults,Savings,UBA,Permanent,1.0,10000.0,11500.0,30,15,Yes,0
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,2.0,10000.0,13000.0,30,30,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Zenith Bank,Permanent,1.0,10000.0,13000.0,30,27,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Stanbic IBTC,Permanent,2.0,10000.0,13000.0,30,22,Yes,0
Small,30,Yes,Bad,Young_adults,Savings,Access Bank,Permanent,1.0,10000.0,13000.0,30,28,Yes,0
Medium,15,Yes,Bad,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,9,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Fidelity Bank,Permanent,1.0,10000.0,13000.0,30,29,Yes,0
Small,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,1.0,10000.0,11500.0,15,17,No,2
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,34,No,4
Large,30,Yes,Good,Young_adults,Other,Diamond Bank,Permanent,3.0,20000.0,23800.0,30,29,Yes,0
Small,30,Yes,Good,Young_adults,Savings,Access Bank,Permanent,6.0,10000.0,13000.0,30,36,No,6
Large,30,Yes,Good,Adults,Other,Heritage Bank,Permanent,5.0,20000.0,23800.0,30,21,Yes,0
Small,30,Yes,Good,Adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,32,No,2
Large,30,Yes,Good,Young_adults,Other,Stanbic IBTC,Permanent,7.0,30000.0,34500.0,30,23,Yes,0
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,33,No,3
Small,30,Yes,Good,Adults,Other,First Bank,Permanent,2.0,10000.0,13000.0,30,30,Yes,0
Small,30,Yes,Good,Young_adults,Savings,First Bank,Undisclosed,1.0,10000.0,11500.0,15,12,Yes,0
Medium,30,Yes,Bad,Adults,Savings,Skye Bank,Permanent,3.0,10000.0,11500.0,15,1,Yes,0
Small,30,Yes,Good,Young_adults,Other,Stanbic IBTC,Permanent,3.0,10000.0,13000.0,30,54,No,24
Small,15,Yes,Good,Young_adults,Savings,UBA,Undisclosed,1.0,10000.0,11500.0,15,16,No,1
Small,30,Yes,Good,Young_adults,Savings,Access Bank,Permanent,2.0,10000.0,11500.0,15,19,No,4
Small,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,2.0,10000.0,11500.0,15,14,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,2.0,10000.0,12500.0,30,26,Yes,0
Medium,30,Yes,Good,Young_adults,Other,Zenith Bank,Permanent,2.0,10000.0,13000.0,30,31,No,1
Large,60,Yes,Good,Adults,Savings,First Bank,Self-Employed,2.0,10000.0,11500.0,15,7,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,3.0,10000.0,11000.0,15,15,Yes,0
Small,30,Yes,Good,Young_adults,Savings,First Bank,Permanent,2.0,10000.0,13000.0,30,30,Yes,0
Small,30,Yes,Good,Young_adults,Savings,UBA,Permanent,1.0,10000.0,11500.0,15,15,Yes,0
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,16,No,1
Small,30,Yes,Good,Young_adults,Savings,GT Bank,Permanent,1.0,10000.0,11500.0,15,11,Yes,0
Large,60,Yes,Good,Young_adults,Savings,First Bank,Undisclosed,5.0,20000.0,21400.0,15,13,Yes,0
Medium,30,Yes,Good,Young_adults,Savings,Access Bank,Undisclosed,1.0,10000.0,13000.0,30,29,Yes,0
Small,30,Yes,Good,Young_adults,Savings,FCMB,Permanent,3.0,10000.0,11125.0,15,15,Yes,0
Large,30,Yes,Good,Young_adults,Savings,UBA,Permanent,9.0,30000.0,34400.0,30,21,Yes,0
Small,30,Yes,Good,Adults,Savings,GT Bank,Permanent,1.0,10000.0,13000.0,30,30,Yes,0
Small,15,Yes,Good,Young_adults,Savings,GT Bank,Undisclosed,1.0,10000.0,11500.0,15,13,Yes,0
